
WAVES/D	CurvatureSequence	CurveMag	CurvePhase	EndEffects	HalfCurveMag	HalfCurvePhase	Sequence_angle_energy	Sequence_angle_exp	Sequence_angle_exp_smth	Sequence_phase
	0	1.435780209230423	2.477667435315517	0	0	0	inf	0	1.231143160569482	10563.48700000003
	0	1.450518948198933	2.07085580187205	0	0	0	inf	0	1.233305531494935	10599.09300000003
	0	1.480520857244487	0.7301109838857371	0	0	0	inf	0	1.235458493765299	10634.69900000003
	0	1.52114193139257	4.314631044853968	0	0	0	inf	0	1.237602014640083	10662.38800000003
	0	1.262304797480476	2.357651135844762	0	0	0	inf	0	1.239736061598163	10696.04400000003
	0	1.163568878578206	3.635909221448166	0	0	0	inf	0	1.241860602338604	10730.43000000003
	0	0.883388334509754	4.622320815324748	0	0	0	inf	0	1.243975604781468	10766.03600000003
	0	0.2578300679474617	5.025495533928698	0	0	0	inf	0	1.246081037068619	10802.92100000003
	0	0.263249037468812	5.701761687936475	0	0	0	inf	0	1.248176867564528	10830.61000000003
	0	0.6963068335376106	2.908259216079593	0	0	0	inf	0	1.250263064857063	10866.21600000003
	0	0.8887063777946852	3.605237534632202	0	0	0	inf	0	1.252339597758288	10902.20200000003
	0	0.4887357237858583	2.773135485346046	0	0	0	inf	0	1.254406435305242	10937.80800000003
	0	0.09033598898737276	6.189849355183334	0	0	0	inf	0	1.256463546760726	10973.41400000003
	0	1.104391414354382	3.0085869573306	0	0	0	inf	0	1.258510901614075	11004.90100000003
	0	1.131742272250509	3.802350110476773	0	0	0	inf	0	1.26054846958193	11040.50700000003
	0	1.208551351165682	0.7866021397411984	0	0	0	inf	0	1.262576220609006	11076.11300000003
	0	1.528806226951826	3.113201015114612	0	0	0	inf	0	1.264594124868851	11112.99800000003
	0	1.303857512247536	1.151007631835633	0	0	0	inf	0	1.266602152764603	11140.68700000003
	0	0.8098673833774886	6.235750724741436	0	0	0	inf	0	1.268600274929739	11175.17300000003
	0	0.6622191360259864	0.1557421028127592	0	0	0	inf	0	1.270588462228821	11215.15700000003
	0	0.8223527953742875	0.1341451514895624	0	0	0	inf	0	1.272566685758237	11244.94500000003
	0	0.6982315261128011	6.033996348436794	0	0	0	inf	0	1.274534916846935	11284.92900000003
	0	0.6740443329895101	3.194278921083004	0	0	0	inf	0	1.276493127057154	11319.41500000003
	0	1.319244478888682	1.064102080568929	0	0	0	inf	0	1.278441288185145	11350.90200000003
	0	1.558475985662251	1.065374984195415	0	0	0	inf	0	1.280379372261894	11387.78700000003
	0	0.7882030098523615	1.041365219259106	0	0	0	inf	0	1.282307351553833	11421.44300000003
	0	0.5883192861096865	4.726296902085345	0	0	0	inf	0	1.284225198563549	11455.92900000003
	0	0.2300714089979194	5.24764413047356	0	0	0	inf	0	1.286132886030489	11490.31500000003
	0	0.416700489439853	0.8221654011174806	0	0	0	inf	0	1.288030386931654	11518.00400000003
	0	0.5822356499672309	4.877770799462652	0	0	0	inf	0	1.289917674482292	11552.49000000003
	0	0.3420435391179577	4.401777974156886	0	0	0	inf	0	1.291794722136587	11589.37500000003
	0	0.596467786621738	2.574539988848677	0	0	0	inf	0	1.293661503588338	11617.06400000003
	0	0.9777749360872037	1.737401210790061	0	0	0	inf	0	1.295517992771632	11657.04800000003
	0	1.353890939591468	4.429405841447696	0	0	0	inf	0	1.297364163861521	11684.73700000003
	0	1.482134757144513	5.84679198800135	0	0	0	inf	0	1.299199991274681	11721.62200000003
	0	1.559953124178433	2.044995239002127	0	0	0	inf	0	1.30102544967007	11756.10800000003
	0	1.53025221862055	6.00025337271682	0	0	0	inf	0	1.302840513949588	11787.59500000003
	0	1.348821578409585	0.04253480696878853	0	0	0	inf	0	1.304645159258716	11823.20100000003
	0	1.169924971768956	3.589826198788636	0	0	0	inf	0	1.306439360987165	11857.68700000003
	0	0.5648585830945562	1.106407327273139	0	0	0	inf	0	1.308223094769508	11897.67100000003
	0	0.9125767737431076	1.130479294197123	0	0	0	inf	0	1.309996336485814	11932.15700000004
	0	1.409740635714253	2.350982709830873	0	0	0	inf	0	1.311759062262269	11967.76300000004
	0	0.9148751761288634	2.913397038062371	0	0	0	inf	0	1.313511248471801	12003.36900000004
	0	0.6729795171718644	1.889210411713151	0	0	0	inf	0	1.315252871734684	12037.75500000004
	0	0.9898224301641815	5.832509920956909	0	0	0	inf	0	1.316983908919157	12072.24100000004
	0	1.462953705595017	1.006651344012504	0	0	0	inf	0	1.318704337142017	12107.84700000004
	0	1.478384962342065	5.893137096635648	0	0	0	inf	0	1.320414133769219	12139.33400000004
	0	1.563607294904079	0.009675260555084719	0	0	0	inf	0	1.322113276416466	12175.32000000004
	0	1.409558833714089	5.214925984876558	0	0	0	inf	0	1.323801742949791	12209.70600000004
	0	1.425727695155337	4.540230166111854	0	0	0	inf	0	1.32547951148614	12244.19200000004
	0	1.557644867316329	5.296215235364528	0	0	0	inf	0	1.327146560393937	12279.79800000004
	0	1.374840112061051	2.433408843554695	0	0	0	inf	0	1.32880286829366	12311.28500000004
	0	1.263439650907084	5.622236011532522	0	0	0	inf	0	1.330448414058392	12345.77100000004
	0	1.485823312552954	4.351096246818386	0	0	0	inf	0	1.332083176814383	12382.65600000004
	0	1.457273598910126	5.601489670525268	0	0	0	inf	0	1.333707135941595	12418.26200000004
	0	0.5403073394808019	2.509676028518989	0	0	0	inf	0	1.335320271074245	12449.74900000004
	0	0.5884330797849835	0.1964768652011841	0	0	0	inf	0	1.33692256210134	12485.73500000004
	0	1.065206966033765	0.4244872120816936	0	0	0	inf	0	1.338513989167213	12521.34100000004
	0	1.318646803487414	0.4639156507961815	0	0	0	inf	0	1.340094532672041	12556.94700000004
	0	1.267087805763249	3.273007418982687	0	0	0	inf	0	1.341664173272367	12584.63600000004
	0	1.382362969253038	1.176595920243621	0	0	0	inf	0	1.34322289188161	12624.62000000004
	0	1.000859512534245	5.091761059521829	0	0	0	inf	0	1.344770669670572	12659.10600000004
	0	0.7824995821513738	1.182764044447737	0	0	0	inf	0	1.34630748806794	12694.71200000004
	0	0.9847693321573853	3.234987676940875	0	0	0	inf	0	1.347833328760775	12722.40100000004
	0	1.046158390535484	4.584305513014371	0	0	0	inf	0	1.349348173695004	12756.78700000004
	0	0.8506063425410121	4.867622376947615	0	0	0	inf	0	1.350852005075899	12792.77300000004
	0	0.856869546716747	0.04489185912792948	0	0	0	inf	0	1.352344805368552	12828.37900000004
	0	0.4498471136642302	2.499767303033217	0	0	0	inf	0	1.353826557298344	12863.98500000004
	0	0.6697584677860989	4.150243843851882	0	0	0	inf	0	1.355297243851408	12899.59100000004
	0	1.004002173214927	1.885015927090116	0	0	0	inf	0	1.356756848275085	12927.28000000004
	0	1.526434147764679	0.9688569348317273	0	0	0	inf	0	1.358205354078375	12961.66600000004
	0	0.8405625652199649	5.37796328075504	0	0	0	inf	0	1.359642745032377	12996.15200000004
	0	0.5102838211910887	4.276041516761474	0	0	0	inf	0	1.36106900517073	13030.53800000004
	0	0.8656362685424986	0.6900736559314495	0	0	0	inf	0	1.362484118790042	13066.52400000004
	0	0.8644895134043544	1.36116927067895	0	0	0	inf	0	1.363888070450316	13102.13000000004
	0	0.6778428012306783	4.10327203813339	0	0	0	inf	0	1.365280844975365	13129.81900000004
	0	0.5145388375769022	3.87801187548407	0	0	0	inf	0	1.366662427453229	13169.80300000004
	0	0.463077467228481	4.309669615899573	0	0	0	inf	0	1.368032803236575	13204.28900000004
	0	0.5720650686710529	4.634890469848088	0	0	0	inf	0	1.369391957943096	13239.89500000004
	0	0.609109885657658	5.597065943450161	0	0	0	inf	0	1.370739877455908	13275.50100000004
	0	0.9371757636069031	2.411760321238155	0	0	0	inf	0	1.372076547923932	13306.98800000004
	0	1.402233814991212	0.3830563898511343	0	0	0	inf	0	1.373401955762274	13343.87300000004
	0	0.9127901889969399	3.855724376737385	0	0	0	inf	0	1.374716087652598	13371.56200000004
	0	0.7154586046728968	0.0196959707886748	0	0	0	inf	0	1.376018930543493	13406.04800000004
	0	0.1838259987824032	1.509946873726328	0	0	0	inf	0	1.377310471650831	13442.93300000004
	0	0.8370221132318554	1.903761630262807	0	0	0	inf	0	1.378590698458122	13470.62200000004
	0	0.95191306061707	2.549063728232234	0	0	0	inf	0	1.379859598716859	13505.00800000004
	0	0.7881234065933401	2.800427672009157	0	0	0	inf	0	1.381117160446861	13540.99400000004
	0	1.073071300691064	2.92217493071746	0	0	0	inf	0	1.382363371936602	13576.60000000004
	0	1.14134093032644	0.6327377039551791	0	0	0	inf	0	1.38359822174354	13604.28900000004
	0	1.042332701646328	4.519072600149812	0	0	0	inf	0	1.384821698694439	13637.94500000005
	0	1.078454227581561	4.993924893023177	0	0	0	inf	0	1.38603379188568	13674.83000000005
	0	1.343802779437192	0.2896635920582042	0	0	0	inf	0	1.387234490683565	13710.43600000005
	0	1.551711930103879	2.730479907306531	0	0	0	inf	0	1.388423784724626	13738.12500000005
	0	1.500712916822067	2.947149892814764	0	0	0	inf	0	1.389601663915908	13778.10900000005
	0	1.56163949880531	5.159228840499949	0	0	0	inf	0	1.390768118435264	13812.59500000005
	0	1.547995142324527	1.078435323818319	0	0	0	inf	0	1.391923138731629	13840.28400000005
	0	1.454434749759205	5.999953982887973	0	0	0	inf	0	1.393066715525298	13880.26800000005
	0	1.011886443778561	5.008627433934279	0	0	0	inf	0	1.394198839808187	13913.92400000005
	0	1.258478784772139	1.821542334858322	0	0	0	inf	0	1.395319502844099	13948.41000000005
	0	1.364727350935439	5.414074347094243	0	0	0	inf	0	1.396428696133882	13976.09900000005
	0	1.217373216587522	0.6542505375809569	0	0	0	inf	0	1.397526411416041	14016.08300000005
	0	1.273116145467259	1.535476949722458	0	0	0	inf	0	1.398612640667345	14043.77200000005
	0	1.132545006319428	2.528068386401628	0	0	0	inf	0	1.399687376103425	14079.37800000005
	0	1.497939848586088	3.655297388375274	0	0	0	inf	0	1.400750610179366	14114.98400000005
	0	1.359034138923563	4.01426532572097	0	0	0	inf	0	1.40180233559029	14151.86900000005
	0	1.531962521579959	3.922746774546908	0	0	0	inf	0	1.402842545271936	14181.65700000005
	0	1.287064244386843	2.743224784693197	0	0	0	inf	0	1.403871232401231	14216.04300000005
	0	1.152337216706254	2.038324053126274	0	0	0	inf	0	1.404888390396853	14252.92800000005
	0	1.166132430545794	5.380244738838407	0	0	0	inf	0	1.405894012919789	14287.41400000005
	0	1.374578016330239	6.078251561962894	0	0	0	inf	0	1.406888093873888	14323.02000000005
	0	1.273042697509879	5.591828518579376	0	0	0	inf	0	1.407870627406399	14357.40600000005
	0	1.344697668034953	3.191158738116272	0	0	0	inf	0	1.408841607908512	14391.89200000005
	0	1.420208118079006	0.2480233197276789	0	0	0	inf	0	1.409801030015886	14423.37900000005
	0	1.362261144710988	2.417685157018987	0	0	0	inf	0	1.410748888609168	14457.86500000005
	0	1.476277927670703	0.5757990978467689	0	0	0	inf	0	1.411685178814515	14491.52100000005
	0	0.6269143392354883	1.270463531511098	0	0	0	inf	0	1.412609896004096	14525.90700000005
	0	0.4696635960833129	4.102583715142323	0	0	0	inf	0	1.413523035796595	14562.79200000005
	0	1.073427238583076	2.26277766500953	0	0	0	inf	0	1.414424594057704	14596.44800000005
	0	1.462684822697976	6.048522981013512	0	0	0	inf	0	1.415314566900612	14624.13700000006
	0	1.120030224098052	5.505966011073127	0	0	0	inf	0	1.416192950686481	14661.02200000006
	0	0.251642149877263	1.706158203028011	0	0	0	inf	0	1.417059742024918	14688.71100000006
	0	0.2550466312958495	4.897389516463896	0	0	0	inf	0	1.417914937774444	14724.31700000006
	0	0.6452638121995984	5.31049045110737	0	0	0	inf	0	1.418758535042945	14761.20200000006
	0	0.7907421022989951	1.92012325007186	0	0	0	inf	0	1.419590531188128	14795.68800000006
	0	0.6059094456151486	5.253340323573831	0	0	0	inf	0	1.420410923817959	14827.17500000006
	0	0.2638597944719503	1.096012327252829	0	0	0	inf	0	1.421219710791101	14861.66100000006
	0	0.1528726032028025	4.192121202952585	0	0	0	inf	0	1.422016890217341	14901.64500000006
	0	0.3115422915397958	2.806969472940466	0	0	0	inf	0	1.42280246045801	14929.33400000006
	0	0.6634072355197222	3.016142021142464	0	0	0	inf	0	1.423576420126397	14964.94000000006
	0	0.9574788555900032	3.068898675716177	0	0	0	inf	0	1.424338768088152	15000.54600000006
	0	0.7182461091209924	3.767571049479251	0	0	0	inf	0	1.425089503461689	15037.43100000006
	0	0.1788625626478173	1.016148978122416	0	0	0	inf	0	1.425828625618568	15067.21900000006
	0	0.5350811570556631	0.47425746680522	0	0	0	inf	0	1.426556134183888	15101.60500000006
	0	0.7592740750456132	0.6074344959836608	0	0	0	inf	0	1.427272029036655	15137.21100000006
	0	1.18433936403768	1.091129276678338	0	0	0	inf	0	1.42797631031015	15172.81700000006
	0	0.6541150489244614	2.316717595915435	0	0	0	inf	0	1.428668978392292	15208.42300000006
	0	0.9964860117791796	2.225041068678038	0	0	0	inf	0	1.429350033925991	15245.30800000006
	0	1.161621752431713	1.642111516750695	0	0	0	inf	0	1.430019477809488	15272.99700000006
	0	1.212737472946045	5.28798993340677	0	0	0	inf	0	1.430677311196695	15307.48300000006
	0	0.9818761116318332	5.805612719678052	0	0	0	0.05425465039517683	0	1.431323535497525	15347.46700000006
	0	1.262506159089928	0.9525544308743505	0.000109	0	0	0.01190708803551583	0.0001077098237683757	1.431958152378211	15377.25500000006
	0	1.321834325273122	0.3840709848739223	0.000216	0	0	-0.1537211017554509	0.0002518917695742777	1.432581163761623	15411.64100000006
	0	1.338695442993429	1.024357296354189	0.000321	0	0	-0.7250174671643563	0.0006627902600545397	1.433192561480827	15448.52600000006
	0	1.287605938812034	1.231892422707027	0.000424	0	0	-1.033269548918944	0.001191541354837483	1.433792337519311	15476.21500000006
	0	0.7329493638118774	5.335577657429127	0.000525	0	0	0.2226582872100515	0.000420203860382809	1.434380484011189	15512.20100000006
	0	0.6339788670485484	6.00657109118837	0.000624	0	0	1.893113712037836	9.397573929308283e-05	1.43495699324141	15546.58700000006
	0	0.9076484482068415	1.080715355508026	0.000721	0	0	-1.237475074656797	0.002485214398674697	1.435521857645951	15574.27600000006
	0	0.8941860990877367	4.620788680133757	0.000816	0	0	0.1621851861252733	0.0006938315230356574	1.436075069812021	15611.16100000006
	0	0.8283070331837298	1.350832259521795	0.000909	0	0	-1.729207187082079	0.005123290980935574	1.436616622478248	15645.64700000006
	0	0.8004331880476555	2.720878797007366	0.001	0	0	-1.287273564271738	0.003622895486503416	1.43714650853487	15677.13400000006
	0	0.7497970560472997	2.376393683899011	0.001089	0	0	-1.411835959076615	0.004468692244314414	1.437664721023919	15712.74000000006
	0	1.123842315384253	6.115544819340393	0.001176	0	0	-0.2103805143686856	0.001451357555854669	1.438171253139402	15748.34600000006
	0	1.166561729156511	0.5298181110421183	0.001261	0	0	-0.5287479399516981	0.002139672964298955	1.438666098227475	15784.33200000006
	0	0.666049374504566	4.259021021660402	0.001344	0	0	-0.9629140720441054	0.003520363721153739	1.439149249786623	15815.81900000006
	0	0.7761819585764684	1.234480977908234	0.001425	0	0	0.4527133827070074	0.000906158023760788	1.439620701467819	15850.30500000006
	0	1.225372760788796	0.08919557071337891	0.001504	0	0	-1.925322799060792	0.01031347223539331	1.440080447074698	15890.28900000006
	0	1.147088711626495	5.60468796925705	0.001581	0	0	-0.3876056753356357	0.002329522319717919	1.440528480563713	15923.94500000006
	0	0.3818945775705604	0.4042936358959821	0.001656	0	0	0.9170568630377127	0.0006618927090677687	1.440964796044293	15957.60100000006
	0	0.3951425107413913	5.431015965549136	0.001729	0	0	0.0967528251905649	0.001569552240438107	1.441389387778996	15992.08700000007
	0	0.83001156526523	0.1857514786820147	0.0018	0	0	-2.451865441721036	0.02089797170436196	1.441802250183659	16026.47300000007
	0	1.060724331640286	3.491952504742919	0.001869	0	0	0.9737795316220036	0.0007058334307210185	1.442203377827545	16054.16200000007
	0	1.199706620448258	1.436971292897148	0.001936	0	0	-1.009322498961196	0.005311883539084045	1.442592765433478	16089.76800000007
	0	1.347473696237477	4.274950845745806	0.002001	0	0	2.278229233719872	0.0002050334426812577	1.442970407877987	16126.65300000007
	0	1.146152162790276	1.973228660438252	0.002064	0	0	3.169467596787982	8.674159528524796e-05	1.443336300191437	16161.13900000007
	0	1.152535715462021	1.039965950524085	0.002125	0	0	1.455426238814848	0.0004957644142120675	1.443690437558155	16195.52500000007
	0	1.498858544142979	4.497251634354377	0.002184	0	0	2.253837763660425	0.0002293101773258295	1.444032815316561	16223.21400000007
	0	1.219874593844445	3.446043966597806	0.002241	0	0	0.829040064811898	0.0009781249366766893	1.444363428959285	16258.82000000007
	0	0.7371941922843801	1.244372727183851	0.002296	0	0	-0.5273144470016484	0.003890286967437659	1.444682274133287	16294.42600000007
	0	0.4972603561066377	1.49326807631072	0.002349	0	0	-2.201590633109689	0.02123350457823396	1.444989346639966	16331.31100000007
	0	0.6441515414026804	5.019440456134582	0.0024	0	0	0.8971075777307888	0.0009785935997324998	1.445284642435276	16359.00000000007
	0	1.370287945695582	0.7519778070523913	0.002449	0	0	-1.380669302466583	0.009741051614264921	1.445568157629826	16394.60600000007
	0	0.1149348067227505	0.4280359134681575	0.002496	0	0	-1.796125639977997	0.0150415307282221	1.445839888488982	16429.09200000007
	0	0.547183588508473	4.268220241141165	0.002541	0	0	-0.3391870755741697	0.003567070889605334	1.446099831432966	16465.97700000007
	0	1.262077539561349	4.993854096108365	0.002584	0	0	-0.3862948526326103	0.003802403772877388	1.446347983036949	16501.58300000007
	0	1.141536425442181	2.111299883649608	0.002625	0	0	1.351484395210075	0.0006794962941696201	1.446584340031138	16529.27200000007
	0	1.456727170849665	1.330922439584555	0.002664	0	0	1.435468495956211	0.0006340422139284912	1.446808899300863	16566.15700000006
	0	1.333954217565639	0.9340635473086678	0.002701	0	0	-0.7935018542843459	0.005972251124403362	1.447021657886658	16601.76300000006
	0	0.9666273350211956	4.643274575488689	0.002736	0	0	-0.8081250280092953	0.006138755459796131	1.447222612984338	16629.45200000006
	0	0.5212434645492741	3.570042638809213	0.002769	0	0	-1.966527586831504	0.01978677590577756	1.447411761945072	16669.43600000006
	0	1.222299242958206	1.555403664579423	0.0028	0	0	-0.927093557406849	0.007076029707165714	1.447589102275451	16697.12500000006
	0	1.26148343355669	1.087578192253964	0.002829	0	0	-1.12005591326268	0.008670957349078127	1.447754631637554	16732.73100000006
	0	1.429384433143008	1.138483259284108	0.002856	0	0	-1.276166298935481	0.01023269865597393	1.447908347849009	16768.33700000006
	0	0.8650321714798542	1.248562589148449	0.002881	0	0	-1.340218398517461	0.01100506756696133	1.448050248883051	16803.94300000006
	0	0.6332857105913666	1.217944806550065	0.002904	0	0	-0.7902973974868197	0.006400566451202208	1.448180332868571	16839.54900000006
	0	1.097906503474614	1.362491529434507	0.002925	0	0	-0.08834307146432109	0.003195161237566402	1.448298598090168	16875.53500000006
	0	1.168161383971153	2.265404729288257	0.002944	0	0	0.2060350535680942	0.002395840592343607	1.448405042988193	16909.92100000006
	0	1.261051227599665	1.247632541070573	0.002961	0	0	0.7640539844795784	0.00137915785741226	1.44849966615879	16939.70900000006
	0	1.538985577031142	2.193109791186039	0.002976	0	0	0.4987104785647907	0.001807364376353089	1.448582466353931	16974.09500000006
	0	1.069569645792537	0.3812061002234302	0.002989	0	0	0.1247127922694096	0.002638540942367548	1.448653442481452	17009.70100000006
	0	0.704260214001817	2.835235271263777	0.003	0	0	-2.13926432581928	0.02547956133457782	1.448712593605075	17046.58600000006
	0	0.4132045582789101	3.777794805099617	0.003009	0	0	1.197139494564665	0.0009088895522006104	1.44875991894444	17080.24200000006
	0	0.08422225131527486	4.797451608310169	0.003016	0	0	-0.9683024112180704	0.007942545861733746	1.448795417875121	17110.03000000006
	0	0.366833334898192	6.075322906445571	0.003021	0	0	-0.2197555390312231	0.003763477667243903	1.448819089928642	17150.01400000006
	0	0.609176628681819	1.379847027796515	0.003024	0	0	1.003785782652437	0.001108263832178756	1.448830934792492	17177.70300000006
	0	1.181248073560406	1.021438342357264	0.003025	0	0	-1.50655010098079	0.01364620133552943	1.44883095231013	17212.18900000006
	0	1.193586725406004	0.1005215174031164	0.003024	0	0	-0.7045687805479147	0.00611747383263637	1.448819142480991	17246.57500000006
	0	0.5721894343156286	0.5806954694872246	0.003021	0	0	0.02415673873147793	0.002948896886596668	1.448795505460486	17282.18100000006
	0	0.7444853090561312	3.394913327685281	0.003016	0	0	0.9962379001872571	0.001113706397714283	1.448760041559998	17316.66700000006
	0	1.291381804725428	3.082885331476099	0.003009	0	0	-0.001738674973156838	0.003014236223720709	1.448712751246873	17350.32300000005
	0	1.217589709574135	2.191032998113222	0.003	0	0	1.65192665895013	0.0005750407504880243	1.448653635144407	17390.30700000006
	0	0.8665677222907804	4.172250169433717	0.002989	0	0	-0.2399639625572131	0.003799626779010706	1.448582694031834	17424.79300000006
	0	0.7180591417267168	3.184259866595667	0.002976	0	0	0.1137280858174725	0.002656081804835846	1.448499928844299	17460.39900000006
	0	0.8922188006917718	5.056931852449225	0.002961	0	0	-0.1186164592738207	0.003333902395460358	1.44840534067284	17496.00500000006
	0	0.9461299578594783	2.055592282520941	0.002944	0	0	-1.082626797152866	0.008691938596672109	1.448298930764358	17527.49200000006
	0	1.138705467944543	5.397743842995638	0.002925	0	0	0.5127812459603311	0.001751571236824379	1.44818070052158	17563.47800000006
	0	0.8407841324491293	6.099714968784951	0.002904	0	0	-1.379158012979593	0.01153339926435893	1.448050651503029	17599.08400000006
	0	0.4526708720701938	4.920472284693467	0.002881	0	0	0.2564900241194363	0.002229210377551394	1.447908785422979	17626.77300000006
	0	0.645194125368714	2.381931480891915	0.002856	0	0	-0.5154960802949007	0.004782283369325604	1.447755104151412	17663.65800000005
	0	0.8246282006445164	3.712492862354338	0.002829	0	0	-0.902511909504179	0.006975717583870126	1.447589609713969	17699.26400000005
	0	0.7992190660897009	5.261532312107107	0.0028	0	0	-0.55776401214203	0.004890934694659337	1.447412304291898	17726.95300000005
	0	0.9598921686681317	4.586435961185991	0.002769	0	0	-1.426739988640618	0.01153315848279609	1.447223190221995	17766.93700000005
	0	0.953967537309562	3.613810936281538	0.002736	0	0	-1.521706594746181	0.01253097519269629	1.447022269996545	17800.59300000005
	0	0.992868728336276	5.990014131637494	0.002701	0	0	0.4966555962553889	0.001643727417678454	1.446809546263258	17835.07900000005
	0	1.53886117121141	3.947589773954761	0.002664	0	0	0.9976540759093806	0.0009823326080585452	1.446585021825197	17862.76800000005
	0	1.237092506604955	2.767827034183917	0.002625	0	0	2.499606986587512	0.0002155578218575906	1.446348699640708	17902.75200000005
	0	1.114971254126387	6.215062845666473	0.002584	0	0	0.7408290328007424	0.001231840697926263	1.446100582823342	17930.44100000005
	0	1.122935261836318	0.4151611598328984	0.002541	0	0	-0.3354894502841556	0.003553905553313047	1.445840674641771	17966.04700000005
	0	1.278327536509615	0.9139853963875808	0.002496	0	0	-1.262968958891271	0.008825616064562917	1.445568978519709	18001.65300000005
	0	1.393051863858911	4.932894188162422	0.002449	0	0	0.2824088673157722	0.001846461141451169	1.445285498035817	18037.25900000005
	0	1.565771539855711	5.506557537454562	0.0024	0	0	1.313500851986851	0.0006453050587894191	1.444990236923614	18071.74500000005
	0	1.387708378067636	4.30474764698188	0.002349	0	0	0.2494968060748995	0.001830323815575786	1.444683199071375	18111.72900000005
	0	1.514232430872879	5.504967328834809	0.002296	0	0	-1.020125402949511	0.006368053700709148	1.444364388522037	18139.41800000005
	0	1.507663860308254	3.552290074324645	0.002241	0	0	-0.03481789589945461	0.002320401174374396	1.444033809473086	18176.30300000005
	0	1.046209968601332	3.138692825259184	0.002184	0	0	-0.4493109833096481	0.003422834610264009	1.443691466276455	18210.78900000005
	0	0.6429409299403204	4.403403844168871	0.002125	0	0	1.759460298022331	0.0003657927014042055	1.443337363438403	18246.39500000005
	0	0.6819492541120479	1.378052564459331	0.002064	0	0	-1.296541028110367	0.007547277300190515	1.442971505619405	18277.88200000005
	0	0.269617972869517	2.661186170688964	0.002001	0	0	-1.950121799293987	0.01406611698754573	1.442593897634026	18313.48800000005
	0	0.5186685920856778	5.284572177535267	0.001936	0	0	-0.2403340381005358	0.002461960606327493	1.442204544450799	18349.47400000005
	0	0.8243023114344959	4.379572866474696	0.001869	0	0	-0.9355592120867809	0.004763404961480099	1.441803451192093	18383.86000000005
	0	0.7280391685619336	1.507981266226878	0.0018	0	0	-1.042498362091755	0.005105329667944937	1.44139062313398	18411.54900000005
	0	0.89372363023865	1.052299220290649	0.001729	0	0	-1.244899509759	0.006004100884191944	1.440966065706101	18447.15500000005
	0	1.233654026781927	0.9368536399313783	0.001656	0	0	-0.9862242792394369	0.004439888818279239	1.440529784491522	18482.76100000005
	0	0.8875840410281449	1.007798259264	0.001581	0	0	-0.654684762595785	0.003042690998760732	1.440081785226588	18518.36700000005
	0	0.7087873690663397	2.507244334938889	0.001504	0	0	-1.886703126161929	0.0099227624140487	1.439622073800777	18552.85300000005
	0	0.600198567594436	0.6365721208577924	0.001425	0	0	-1.171206126877385	0.004596880588839589	1.439150656256543	18586.50900000005
	0	0.4363224896274836	2.202656819987901	0.001344	0	0	-0.5023917082858925	0.002221187472470738	1.438667538789163	18620.89500000004
	0	0.676354099650078	3.551328751190489	0.001261	0	0	-2.323492920939178	0.01287642317006759	1.438172727746575	18655.38100000004
	0	1.054606308429066	1.638538776519269	0.001176	0	0	-1.218457839011934	0.003977194568598547	1.43766622962921	18689.76700000004
	0	0.7089367865724917	4.68759010498291	0.001089	0	0	0.2639513517507959	0.0008363638713345157	1.437148051089827	18725.37300000004
	0	0.6992890778938253	4.669429803304219	0.001	0	0	-0.5182382836516998	0.001679067002765903	1.436618198933337	18760.97900000004
	0	0.649553879104888	5.713164661087966	0.000909	0	0	-1.11949989257237	0.002784559543605319	1.436076680116629	18797.86400000004
	0	0.7921931100006525	0.6439280970196535	0.000816	0	0	0.06180117716400759	0.0007670969368491283	1.435523501748389	18825.55300000004
	0	1.246208558644395	5.932118349021415	0.000721	0	0	-0.7156210211428764	0.001474774179527677	1.434958671088913	18862.43800000004
	0	1.423662506076183	4.589911187468509	0.000624	0	0	2.681547734137028	4.271724206790486e-05	1.434382195549921	18896.09400000004
	0	1.003606303414356	2.436428352535295	0.000525	0	0	-0.6676409353655963	0.001023557105581016	1.433794082694364	18923.78300000004
	0	0.690583189239218	2.516542907811562	0.000424	0	0	-1.929724675249364	0.002920348187597164	1.433194340236227	18959.38900000004
	0	0.1571703146014614	0.7057393245417174	0.000321	0	0	-0.9772168153260837	0.0008529133318958565	1.43258297604033	18996.27400000003
	0	1.260921556446777	1.668053473676359	0.000216	0	0	-1.054233690617133	0.0006198714378935882	1.431959998122124	19023.96300000003
	0	1.452364100542793	2.125958643773323	0.000109	0	0	-1.279672047839399	0.0003919051828580641	1.431325414647481	19059.94900000003
	0	1.490850549225796	2.374992676490386	0	0	0	inf	0	1.430679223692356	19095.55500000003
	0	1.374323117400475	2.418205905450719	0	0	0	inf	0	1.430021423589346	19131.16100000003
	0	1.222216411199322	2.254910021081756	0	0	0	inf	0	1.429352012927369	19166.76700000003
	0	0.8467467305102042	1.752207951314311	0	0	0	inf	0	1.428670990551351	19194.45600000003
	0	1.114889539634114	5.989684104885377	0	0	0	inf	0	1.427978355561889	19228.84200000003
	0	1.2283749553263	3.70011845510718	0	0	0	inf	0	1.42727410731492	19263.32800000003
	0	1.175018204716521	2.536177719742476	0	0	0	inf	0	1.426558245421373	19300.21300000003
	0	0.3924262861565246	3.059574854734485	0	0	0	inf	0	1.425830769746818	19335.81900000003
	0	0.5845743893283304	0.04996385308913176	0	0	0	inf	0	1.425091680411106	19371.42500000003
	0	1.459500996138607	3.062609368599531	0	0	0	inf	0	1.424340977788	19399.11400000003
